"","created_on","difficulty","type","hints","answer","problem","lines","technique_used","uploaded"
"916","200928_171906_136243","REG","NOR","24","125678394836941752497325816941263587278159463653784921382517649764892135519436278","005600004030001000400020010000003500278059400000080900000010000004090000000400270","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"917","200928_171907_140505","NOV","NOR","23","546371289281549673937826145694137852123485967875962314419258736752613498368794521","000001009200040600030026005600007000000000007805900004410050030050000090000000020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"918","200928_171908_105773","REG","NOR","25","397654812461982357825731469682319745573246198914578236139867524746125983258493671","000650000060002300000030009080010005073000090004008000109800004000000000008493071","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"919","200928_171909_129030","REG","NOR","23","431527698268193745759468213974315826316289574825674931193756482682941357547832169","000500698200100000700000003004000020000009070000004900103706000602000050500800000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"920","200928_171910_235715","MAS","NOR","25","346719258857432916291658734725396841984571362613824597438265179569187423172943685","300000200807000006200650004005390001080000002000800090000005170069100000000040005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"921","200928_171911_671526","EXP","NOR","23","314862957957341286862795314741623598239458671586179423175936842423587169698214735","014800000007001000002000304000600500030058670080000000070036800000007069000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"922","200928_171912_829041","REG","NOR","25","194628357576431928328597614745269831219873465863154792682945173931782546457316289","100600300000001000008090000005000800200003400063150002080000070000082040400306009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"923","200928_171913_913927","REG","NOR","24","985716342623594178741382956519678423834125769267943581398467215456231897172859634","980006000000004100700300900000070423800100700260000000000000010056200000070050030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"924","200928_171915_077283","NOV","NOR","26","213498756985673142674251938147532869592786413836149275459867321361924587728315694","200090000005600140000001038047000809090000000000100005459060001001024080700000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"925","200928_171916_133945","REG","NOR","24","428967135763415289951382476394756812216894753875123694649571328537248961182639547","420007005063010000051300400000000810200004000075000090009070020000008000100600000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"926","200928_171917_216505","MAS","NOR","25","356481297792635148184297563238769451469513782517842936641978325875324619923156874","300001000000600000180290000200000451000500002007802006600070300000000609003050070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"927","200928_171918_371826","EXP","NOR","23","423798156691245738875631924768359412349126875512874369184567293936412587257983641","020000000000045000800600900000050410040026005002800060000007000906000080007003600","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"928","200928_171919_316948","MAS","NOR","25","791862543326495718548137926159748632873526194462319857284971365615283479937654281","090002000006490000008007006000000600000500094060310807004000065000003000930050001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101011111","0"
"929","200928_171920_363821","REG","NOR","22","751648932934752681268139475395417826682395714417286593149863257823574169576921348","001008900000702000000000405090400000602000710007000000140060000003500060070001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"930","200928_171921_568299","REG","NOR","23","718539462563824791429761835645193287197258643832476159951647328284315976376982514","008530000563000700009000000000100000000008040000006059900047020200300000006000510","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"931","200928_171922_622707","REG","NOR","24","742356189156987423389214675831462957274591368695873214417635892528149736963728541","700006009100000400000000075800400900000090300605003000000605800520000000003700041","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"932","200928_171923_607015","MAS","NOR","23","921357468378964251465821793782549316643178925159632874517283649894716532236495187","001000008370000051000820000000009000600108000150600070000003049000000500030400007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"933","200928_171924_790610","EXP","NOR","25","129785364485963712376142598534821976617594283298376451751238649962417835843659127","000000360085960010070000008504001000000000200090070400000208009960400030000600020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"934","200928_171925_901043","REG","NOR","24","841532769975684123326917584183276945564198372792345618218753496637429851459861237","800000000005080120300907000000000045560100000090340000200003090000420800000000037","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"935","200928_171926_978489","NOV","NOR","24","478539216213876495695142738751968342982354671346217589169423857837695124524781963","008039210010000000600040700050008002000000000346000580000400050800600000000081060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"936","200928_171928_094328","EXP","NOR","24","731462589684953721925718634159837246267149853348526197872391465496275318513684972","701000000004000720005018000100807006060000803000006090000391005490000010000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"937","200928_171929_337123","REG","NOR","25","219635478468791325753482196592367814381249657674518932126954783935876241847123569","000000008400700000050482000502060010081200607000008900106050000900000200040000009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"938","200928_171930_274611","REG","NOR","24","415379286962185734783264519531897642649532871827641953376918425294753168158426397","000000200002080700700004010000090040600530000807000903000900000090050160058400000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"939","200928_171931_307244","EXP","NOR","25","317689542429153687856274319148962735795438261632517894283791456964325178571846923","310009042400100000050000000140060030000408060630000800000700000000020108000006920","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"940","200928_171932_405980","REG","NOR","23","572843196618927354439615827295478613364159782781362945926531478147286539853794261","000043190600000000000005800005008000300059002001002040026000000000200039050700000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"941","200928_171933_349835","REG","NOR","26","549736281723418596861592374286971435437865912915243768694127853178354629352689147","009000000720410000800090000200070030430000902010000008600007050100054009000080140","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"942","200928_171934_366867","MAS","NOR","26","936458721521973864478261935819527346254836197763149258682315479397684512145792683","006000020021900860000000035810000000004006007003000250600005400090080510000090003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01100001111","0"
"943","200928_171935_572180","REG","NOR","24","794862135182435796536971284347659821968217543251348679475123968619784352823596417","004000005080030700500970204040000800060200000001300000005000060010080300003500007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"944","200928_171936_661527","EXP","NOR","25","678391425153842697942765138489276513715439286326158974294587361567913842831624759","678001025100002000900700008480000000005000000006050904000080301000900002000600050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"945","200928_171937_871470","REG","NOR","24","531286497784359621296714538913472865465891372872563149128647953349125786657938214","001006007080050020090000538010072000000800300000500040000000000009120006607030000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"946","200928_171939_043582","NOV","NOR","24","342596871956178423817342659579684132124739568638215947793451286461823795285967314","000090800006000400000000609009604002120009000000005007700401080060003005200000010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"947","200928_171940_347265","MAS","NOR","25","872934156931256874456817293593168427764392518218475639145789362389621745627543981","000900000030056800050007200000068027700000010008000030105089000000000000020540901","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"948","200928_171941_624890","REG","NOR","24","593784126671352894284169357368275941429816573157493682816927435932541768745638219","003000120070350800084060000008000040000800003000400602010000000900001060705030000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"949","200928_171942_739383","MAS","NOR","24","267941583154873926938652174472519638589326417613487295841235769326794851795168342","060040080100000000930600170070000630000020000600000095040030069000700000705000002","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000001111","0"
"950","200928_171943_898247","REG","NOR","23","648179235239458671175362489723685914561794823984213756417836592396527148852941367","008070005030000600100000089000680000501000000000003706000006502000000108050940000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"951","200928_171944_930924","REG","NOR","26","853726149296154378417938256349682517581497632672315894965243781734861925128579463","000026040090004008007000200040000010580097000002300000000000081704060000120009460","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"952","200928_171946_115143","REG","NOR","25","394621785182759364567348192876415923421963857935287416753192648618574239249836571","000620700000059060007308000800000023001903000030000406000100600010004000049000070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"953","200928_171947_123856","MAS","NOR","24","896217435217354698453698127635129784729485361148763952562971843974832516381546279","090000400010050000003000020005120000709000300000760002500901840000002006000040070","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"954","200928_171948_281821","REG","NOR","24","459286371261743985387159426192874653645932817873561294738495162924617538516328749","050080071001000080300009000090000603045000010000000200008400002004617000000300009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"955","200928_171949_304854","REG","NOR","23","369872541285164379714539628931286457678345912452917836897451263526793184143628795","000000041200060009000530028900000000008300000000007030000051003020090000140008700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"956","200928_171950_353490","REG","NOR","26","468379512572614398913582647821735964749126835356498271135867429287943156694251783","000300000570000308910000000020705000009020800050490270000060420007903050000000003","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"957","200928_171951_440123","MAS","NOR","23","436195287891672543752843169143567928287934615965218734319456872578321496624789351","400190000800002000052040000040007020080000605000210030010450800000000406000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000001111","0"
"958","200928_171952_405911","MAS","NOR","24","547916823962378154138524967391845276254761398876293415613459782789632541425187639","000006000000008150008020067000000200004701008070200000603050000700000001400100039","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"959","200928_171953_597563","REG","NOR","25","894256731375981246621473895486532179257819463139647582743195628912768354568324917","800206030070001000001400000000500170000800400000047502003000008000068004060000910","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"960","200928_171954_517353","REG","NOR","22","421937586765428193893156472254869731689713254317245869932571648178694325546382917","000000500000008003890000400050809000000003004007200060002070000000094300006000017","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"961","200928_171955_648293","EXP","NOR","26","243185967156927438987463152432596871875241396691738524769314285524879613318652749","000000000106927000000063050430000801800201000000000000069010005004079003008002700","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"962","200928_171956_873311","MAS","NOR","25","938615274645327981721489653183756429469832715257194368572948136396571842814263597","000000074045000900020080000003050020009800000207104360000000100096000000804003007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"963","200928_171957_907197","REG","NOR","27","478316529512947368936528174194285736657193842283764951369471285825639417741852693","478010020500000068000000100090080030000000042200704000369070000005009000001852000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"964","200928_171958_993365","REG","NOR","24","673254918952817346148693752831965274295741863467328591586139427719482635324576189","670200000000010040040603000800000200005700060400020090500100420009000600300000100","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"965","200928_172000_123800","REG","NOR","24","418759326265348719937612845792461583841593672356827491589234167624175938173986254","400000300200308700930012005000000080001093002006000401500000000020000900100080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"966","200928_172001_080845","MAS","NOR","23","475913862289546371136872495741639528562481739893725614358197246617254983924368157","005003800000000001000070405740600020000001030800000004000100200607200000900008050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"967","200928_172002_164210","REG","NOR","25","592684137843571692617932485268145379731896524459327861985213746376459218124768953","090000007000500000017900480008000309700090000400007800000013040300000200004060950","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"968","200928_172003_156802","REG","NOR","24","437651289286349175519728463675294318921583746843167952352476891194835627768912534","007000009200040000500020063000200308900000046000107050302070000000800020068000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"969","200928_172004_127682","REG","NOR","24","287516349963824571154739268346985127891672435725143986418257693539468712672391854","080000009063820071000030008040005100090670430000000000400000090000060002002001000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"970","200928_172005_077581","EXP","NOR","26","431265987956478123287139456723916845568324791194587362319852674645793218872641539","001260980050400100200030000723010040060020000000007300000050670040000000070001500","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"971","200928_172006_154976","REG","NOR","24","783519624149762385265438197592374816816295473437186952678953241354821769921647538","080019000000000080065030007000370800006000400400000902070000201300020000920600000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"972","200928_172007_254321","EXP","NOR","26","293417586548263719167895324856321497724689135319574862631752948972148653485936271","000017500008203009107800000000320000700000100009000060031050900900000603080006200","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"973","200928_172008_657770","MAS","NOR","23","853619472462783951197245836219354687546978213378162549734596128681427395925831764","003600000000080000000245006200000687500008010000000000034090008081007090000000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"974","200928_172010_176967","REG","NOR","24","312795864879614352564832971635928147741563298928471635496287513253146789187359426","000700800070600302004002070600000100700003090920070600000080500003100000000309000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"975","200928_172011_420217","EXP","NOR","25","317465928894132756526789431163527849245918673978643215752891364681374592439256187","000060020000130000020700431100507009005900600000040200050090064080000000400000007","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"976","200928_172012_798282","MAS","NOR","24","489215673563987421721364859614759382278436195935821764192673548856142937347598216","409010600500000000000360000000009000208400190030800704002000508000000030000090016","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"977","200928_172013_959384","EXP","NOR","23","386421975921735648745968213538294167264517389197683452619872534472356891853149726","000420075900000008040060000030000067200007080000003002010002500400300000000009020","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"978","200928_172015_121157","REG","NOR","24","431879652926415783875263194684937215193542867257186439348751926519624378762398541","001000600026000080805200000000007010090040007200086400040701000500000000000098001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"979","200928_172016_082574","MAS","NOR","24","239516874485397216761824539523768941694132758178459362352681497817943625946275183","000000804400000000060020030523000000000100050008409000000601407807000020040000083","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"980","200928_172017_684016","REG","NOR","26","139476582682531479475289631326154897518697324947328156894713265263945718751862943","009400080602001000070080000300004007018600320900000006800003260000000710051000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"981","200928_172018_905903","REG","NOR","25","164825379839176425752493186546287913271639548983514267625348791498751632317962854","100020009009000400052400000540000003071009008900000260600040700000750002000000800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"982","200928_172019_971460","REG","NOR","24","549368127731452968826197453418673592963245781257819634172986345394521876685734219","009300020000400008006000050010000002063000780200009004100080300000020076005030000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"983","200928_172021_258025","MAS","NOR","24","852134679936527184417968325741289563695473812283615947579846231164352798328791456","000000670000520100007908300000200500090000000000015040500000001064300090028090000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001001111","0"
"984","200928_172022_455083","REG","NOR","25","879361542245897163136245879518729634467153298392684715683972451924516387751438926","800000002005090060100000000518000004060053000000004700003072450000010007050400900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"985","200928_172023_705935","MAS","NOR","25","184527639739641852526893471375489126891276543642135987263954718957318264418762395","000007000700041050006890001070400020001006003002000007200950000000308000018000300","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01000011111","0"
"986","200928_172024_800241","REG","NOR","24","954318672867942315312657489593284167246731958178596234625179843431825796789463521","050000000007040000312007000503000007200700950000090200000000040000805090700003021","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"987","200928_172025_878020","EXP","NOR","23","532971648947368251618524739781643925459782163326159874894237516175496382263815497","002900048000360050608000009700600900050000100300050000804037000000400080000000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"988","200928_172026_750620","REG","NOR","24","231694785495278361786135429179342856823756914564819273657923148342581697918467532","201090080400000000000005000079000006020006004500800270057000008000001600900407000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"989","200928_172027_878985","REG","NOR","24","938564712625173894147298563281456937754389621396712485812945376579631248463827159","038500010020000800007090000000456007000000020096700005010000370070000008400020000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"990","200928_172028_886165","REG","NOR","25","587691342136542798924378651675419283842753916391286574468935127219867435753124869","500001042030002000900370000600009080042703000090000500008005120000807000000000060","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"991","200928_172030_202433","REG","NOR","25","287965314631874952495123768326598471918247635574631829843712596762459183159386247","000065310600800900400000700006000000908207000070030009040000500002400080050086000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"992","200928_172031_227846","REG","NOR","25","645173829972458316831269574193582647726934158584716293319627485458391762267845931","600000800900400010000069504190002000006030000004700000000000405008001700200805900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"993","200928_172032_353387","REG","NOR","24","526137489148659237793248156432516978857493621961782345279864513614375892385921764","006107000148000000000200050000000078050003001060082300000800000004000090300921000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"994","200928_172033_385499","REG","NOR","25","461725398852639714937418265578241639196573842243986571785394126314862957629157483","000705008002009010030000200508001600006500842040000000005000020010060907000007000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"995","200928_172034_494420","REG","NOR","22","485691327629537418173428965738962154261854793594713286857249631342186579916375842","000090307020500000000400060000002000001004000590010000007000001300086500900070800","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"996","200928_172035_762281","REG","NOR","25","315829746298674513746135289534786192821943675679251438463597821952418367187362954","300000046008000000700030080004006102001900000600250000060000000050410007080302004","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"997","200928_172036_836690","MAS","NOR","23","237145698564928713819763425346871952751692384982534176625417839198356247473289561","000000090000028000809063000040070002050000004900000170600010830000056200070000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00101011111","0"
"998","200928_172038_050760","NOV","NOR","25","634782195521964837879135264195276348367849521248351679916527483453698712782413956","000700100001064800079030204000200300060000001008001009900000080050008000002003050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000001","0"
"999","200928_172039_000722","REG","NOR","25","268915374579843261431276589316587492782491635945632718697154823124368957853729146","208010004509000060030070000010500092000000000005032008000004800100008057000020006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1000","200928_172040_021214","REG","NOR","21","971246538435781629268359714592174863846932175713568492659427381327815946184693257","900000030005000020000009704502074000006000100000008000000020001300000940000600050","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1001","200928_172041_157938","REG","NOR","25","723916548948752613516348927254687139381295476697431852832564791469173285175829364","720000500008050013000040900204607030000200000007000000030504000069070080005009000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1002","200928_172042_286430","REG","NOR","24","274853691193624758568971324389147562716295483452368179631782945847539216925416837","200800090193600700560001000300107002700000083000000000000080900040009000005000030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1003","200928_172043_290978","REG","NOR","25","241897653698453712573162498752936184186574239439281576825619347967345821314728965","001090050600400002000002408700030000000000200439000000005610340060000801000700005","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1004","200928_172044_259683","REG","NOR","24","391756842856249317742813596289634175615927438473581629564372981128495763937168254","091006802056000000040800500009030100605000400470080000000002001000400700000100000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1005","200928_172045_382854","REG","NOR","25","342896517578231946196574832715689324983142765264753189631927458827415693459368271","040090007000200000000000832005600300903100065000700000001920008027005000009000001","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1006","200928_172046_397115","MAS","NOR","23","852619743637854291491273658128396475965487132374521986549168327786932514213745869","050010700600004001000073608100000470900000000000500000000060020080030010003700009","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"1007","200928_172047_629007","NOV","NOR","23","327469158516837942948251763431578296685192437792346581274685319163924875859713624","307060000000000002008251000001008090600000430700000500204600000000004000000013600","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"1008","200928_172048_683795","REG","NOR","24","845169273129873456763425189316984527952317864487256391694538712238791645571642938","040100000009000000000405180010084000050300060007200000690008002008790600000000030","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1009","200928_172049_636848","EXP","NOR","26","263591784514867923978234516459378162721456398836912475195683247647125839382749651","003000004000060020900030016050000100720456300000900000000083000047100030082700000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1010","200928_172050_753834","EXP","NOR","24","925137648713486529648925371481369752359872164276514983864793215197258436532641897","920100608000000000048005000080060002050002000000000903004703000100200006000001890","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1011","200928_172052_047801","REG","NOR","26","612345987748921653395876241821467539957213864436589712579138426184692375263754198","000040080708000003000006201001000000907210000430000700009008000100602005000750108","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1012","200928_172053_252966","EXP","NOR","23","953671824278493156461528793145736982832149675697852341384217569516984237729365418","000070000000400150000508090140030002002000600000050000300010000006080037020000408","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1013","200928_172054_243852","REG","NOR","25","371528469528496317694713852152867943839241576746935281283174695467359128915682734","000500400020400017600000002000800940009240500700000000003104000060009008910080000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1014","200928_172055_408451","MAS","NOR","24","512987463738465291964312578359748612841629357627531849285174936476293185193856724","002980403700060090000000500000000002040020300600001000080100900000003085190006000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"1015","200928_172056_587331","REG","NOR","25","791428635625137894384956127468213759973685412512749368849362571137594286256871943","000000035000030890080050007000000050900600402010049008040300000007500000056070040","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1016","200928_172057_622369","REG","NOR","24","139476258854132976762958413275394681418265397693781524941823765326517849587649132","000000250004100000062000010000000001008060300003080004900020700000007809500009032","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1017","200928_172058_681939","MAS","NOR","26","764532891213689574985471362329165748576248139148397625832916457457823916691754283","060000001010600574900401000000105000506200000040090000030000000007820000091004203","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00100011111","0"
"1018","200928_172059_989145","REG","NOR","23","514987632928356174637421985143579826762813459895264317259148763471635298386792541","000080000020300070007000905000509806002010009005000300000040700400600000300000540","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1019","200928_172101_209315","REG","NOR","24","896135274532764819147892365259341786413687952678259431981476523725913648364528197","096000004500704000100090005009040706003000900008200030000470000005003008060000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1020","200928_172102_311717","REG","NOR","24","375298164826514739194637582542986371617342895938751426469875213281463957753129648","070090060000004000194600000502006070007002005930001000000070013200000900000000008","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1021","200928_172103_459028","MAS","NOR","26","154386927876921345932754186287413659549672831361895274618537492723149568495268713","050086000800000300930054006200000650049002030001000200610500090000049000000060000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","01001011111","0"
"1022","200928_172104_685283","REG","NOR","25","213678549678549213594132876945267381321984657786315492459726138167853924832491765","200000009670040000500130800905007001001000007080305090000700130060000000000490000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1023","200928_172105_924618","EXP","NOR","26","156278349347691258829345761974836125618752493235419876593124687481967532762583914","050070040007600208800040000900800120000000003200010870000000000481007500002003900","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1024","200928_172106_870684","EXP","NOR","27","841273569673945812295186734138462975752319648964758123419827356326591487587634291","800000000673900002000000734000060900002010008060008003410827006020091000007000000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
"1025","200928_172108_091832","MAS","NOR","25","723416859819527643654893127286749531435681972971235486162358794398174265547962318","020000050800000603604000000000709000405000070070230006000300794000004200500060010","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00001011111","0"
"1026","200928_172109_105892","NOV","NOR","25","853679142149253867627841953294387516738516429516924738371492685965138274482765391","800009002100050007000000900004300000008500420000020030070090600065130000402700000","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000000111","0"
"1027","200928_172110_324221","REG","NOR","25","128367459746591238359428671263759814974183526815642793692835147587914362431276985","008300000700090200050028600200050004070003000010000000000830000507900002400006085","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000001111","0"
"1028","200928_172111_313916","EXP","NOR","23","754291638891643275326875941267138459489756123135924867912367584643589712578412396","000200000090040005300800900000000400400756000030004807002300080000080010500000006","913913913802802802c46c46c46913913913802802802c46c46c46913913913802802802c46c46c46","00000011111","0"
